Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
KarmSolar is a private off-grid solar energy integrator in Egypt.,Egypt,59,64,GPE,
BarrelWise Technologies provides technology to enhance wine production and analysis.,BarrelWise Technologies,0,23,ORG,
"IBus Network was founded in 2013, born of a vision to connect people, places and things by providing next generation in-building solutions",IBus Network,0,12,ORG,
"IBus Network was founded in 2013, born of a vision to connect people, places and things by providing next generation in-building solutions",2013,28,32,DATE,
Trojan Energy is a charge point operator supplying revolutionary 'flat and flush' on-street EV charging points.,Trojan Energy,0,13,PERSON,
Trojan Energy is a charge point operator supplying revolutionary 'flat and flush' on-street EV charging points.,EV,92,94,ORG,
"Triller is an AI-powered music video app that enables anyone to make professional videos, effortlessly.",Triller,0,7,GPE,
"Triller is an AI-powered music video app that enables anyone to make professional videos, effortlessly.",AI,14,16,ORG,
Naborforce connects older adults to a network of “Nabors” for social engagement and on-demand support for errands.,Naborforce,0,10,ORG,
Nimbus Therapeutics uses computational technology to create selective small molecule therapeutics.,Nimbus Therapeutics,0,19,PERSON,
Embedded lending for SMBs in Latin America,Latin America,29,42,LOC,
Omni is the only BI platform that combines the consistency of a shared data model with the freedom of SQL,Omni,0,4,ORG,
Omni is the only BI platform that combines the consistency of a shared data model with the freedom of SQL,BI,17,19,ORG,
Omni is the only BI platform that combines the consistency of a shared data model with the freedom of SQL,SQL,102,105,ORG,
A global network of metal suppliers and customers are connected through the full-stack digital supply-chain technology known as Metalbook.,Metalbook,128,137,ORG,
VidMob is a video content creation network and platform where brands can create digital video ads with expert teams.,VidMob,0,6,ORG,
"Gravitee is an API management platform that helps organizations to secure, build, monitor, and manage their API lifecyle.",API,15,18,ORG,
"Gravitee is an API management platform that helps organizations to secure, build, monitor, and manage their API lifecyle.",API,108,111,ORG,
Cygni Energy is a manufacturer of energy storage devices for commercial and institutional customers.,Cygni Energy,0,12,PERSON,
Neukio Biotherapeutics is a developer of allogenic immune cell therapies for treatment of cancer.,Neukio Biotherapeutics,0,22,PERSON,
TeraWatt Infrastructure operates an electric vehicle charging infrastructure for medium and heavy-duty transport and fleets.,TeraWatt Infrastructure,0,23,ORG,
"VRGL specializes in offering data analytics, portfolio performance, investment strategies, and guidance for wealth management businesses.",VRGL,0,4,ORG,
"Forge Biologics is a gene therapy development engine, enabling access to life changing gene therapy programs.",Forge Biologics,0,15,ORG,
Paper Boat is an e-commerce platform that sells beverages which are based on scientific observation and analysis of nature.,Paper Boat,0,10,PERSON,
MedMinder Systems provides products that focus on medication management and adherence.,MedMinder Systems,0,17,ORG,
"TCARE is an evidence-based, CMS-approved and federally-accredited family caregiver support platform.",TCARE,0,5,ORG,
"TCARE is an evidence-based, CMS-approved and federally-accredited family caregiver support platform.",CMS,28,31,ORG,
"SteelEye develops a holistic compliance platform for record keeping, surveillance, and intelligent insights.",SteelEye,0,8,ORG,
RiskSmart centralizes and digitalizes risk management for SME's.,RiskSmart,0,9,ORG,
RiskSmart centralizes and digitalizes risk management for SME's.,SME,58,61,ORG,
"PreciTaste, a proprietary Vision AI platform and leader in operational optimization, sets the standard for digital food AI management.",Vision AI,26,35,ORG,
"PreciTaste, a proprietary Vision AI platform and leader in operational optimization, sets the standard for digital food AI management.",AI,120,122,ORG,
"Clarity is transforming how governments, communities, and businesses understand and respond to air pollution with Sensing-as-a-Service.",Sensing,114,121,ORG,
"The 1st blockchain-based fully-automated platform to sell, underwrite, issue &amp; administer life insurance",1st,4,7,DATE,
Carroucell is the microcarrier supplier for cell culture in bioreactor.,Carroucell,0,10,ORG,
Vive Crop Protection is an agritech company that makes effective and sustainable pesticides for organic and non-organic production.,Vive Crop Protection,0,20,ORG,
Gotham Greens develops commercial-scale greenhouse facilities intended for sustainable vegetable production.,Gotham Greens,0,13,PERSON,
Oxbury Bank is an agricultural bank that provides farmers with specialized lending they need to run their farms.,Oxbury Bank,0,11,ORG,
Black Diamond Advisory is a global digital finance transformation firm and a Platinum Partner of OneStream Software.,Black Diamond Advisory,0,22,PERSON,
Black Diamond Advisory is a global digital finance transformation firm and a Platinum Partner of OneStream Software.,Platinum Partner of OneStream Software,77,115,ORG,
Virgin Voyages is a lifestyle travel brand offering cruise vacations across different destinations.,Virgin Voyages,0,14,PERSON,
ModernLoop is a platform to automates and streamlines interview coordination to ensure a great hiring experience,ModernLoop,0,10,ORG,
"Vidcare Innovations is a startup that develops portable health tests to make diagnostic testing convenient, accessible to everyone.",Vidcare Innovations,0,19,PERSON,
Clearbot creates autonomous and electric boats that augments different marine services.,Clearbot,0,8,PERSON,
LiveScore Group is a one of the real-time sports updates and streaming service providers.,LiveScore Group,0,15,ORG,
LiveScore Group is a one of the real-time sports updates and streaming service providers.,one,21,24,CARDINAL,
Papa Pawsome provides pet products for pets.,Papa Pawsome,0,12,PERSON,
Gallium Studios is a video game designer company that engages in develops video games and mobile games.,Gallium Studios,0,15,ORG,
Vive Crop Protection is an agritech company that makes effective and sustainable pesticides for organic and non-organic production.,Vive Crop Protection,0,20,ORG,
Landa is an app for real estate investing.,Landa,0,5,ORG,
Sei Labs is the layer 1 blockchain uniquely optimized for DeFi.,Sei Labs,0,8,PERSON,
Sei Labs is the layer 1 blockchain uniquely optimized for DeFi.,1,22,23,CARDINAL,
Sei Labs is the layer 1 blockchain uniquely optimized for DeFi.,DeFi,58,62,GPE,
"MetaverseGo is a web 3.0 app that offers easy access to play and earn games, guilds, NFTs, and decentralized applications.",3.0 app,21,28,QUANTITY,
Koop is a protocol that helps creators and communities launch NFT-based membership passes to raise funds for projects.,Koop,0,4,ORG,
Koop is a protocol that helps creators and communities launch NFT-based membership passes to raise funds for projects.,NFT,62,65,ORG,
"Willow Servicing is a fintech company that aids mortgage servicing through data accuracy, task automation, communications, and security.",Willow Servicing,0,16,PERSON,
VanDeMark Phosgene Chemistry and Custom Chemicals,VanDeMark Phosgene Chemistry,0,28,PERSON,
VanDeMark Phosgene Chemistry and Custom Chemicals,Custom Chemicals,33,49,ORG,
Lysto builds tools to standardise and showcase gamer credentials and reputation across games and platforms.,Lysto builds tools,0,18,PERSON,
ottonova is Germany's newest and purely digital health insurance,Germany,12,19,GPE,
Liwwa is a peer-to-peer lending network that connects investors and small businesses through smart business loans.,Liwwa,0,5,PERSON,
OasisFertiltiy is a comprehensive healthcare provider with specific attention to infertility treatments,OasisFertiltiy,0,14,ORG,
"Airtel is a global telecommunications company that provides mobile, voice, and data solutions.",Airtel,0,6,ORG,
XYXX Apparels is a retail and fashion company that offers clothing and accessories for men.,XYXX Apparels,0,13,PERSON,
"Injective is the blockchain built for finance. It is an open, interoperable network for applications shaping the future of DeFi.",DeFi,123,127,GPE,
Tailor is a Headless ERP that enables businesses to create their own customized ERP with no coding.,ERP,80,83,ORG,
Flyability is a Swiss company building safe drones for inaccessible places.,Swiss,16,21,NORP,
"Ardent Health Services is a premier provider of health care services,",Ardent Health Services,0,22,ORG,
Esensi Solusi Buana is the first restaurant technology in Indonesia with the most complete solution under ONE integrated platform.,Esensi Solusi,0,13,PERSON,
Esensi Solusi Buana is the first restaurant technology in Indonesia with the most complete solution under ONE integrated platform.,Buana,14,19,PERSON,
Esensi Solusi Buana is the first restaurant technology in Indonesia with the most complete solution under ONE integrated platform.,first,27,32,ORDINAL,
Esensi Solusi Buana is the first restaurant technology in Indonesia with the most complete solution under ONE integrated platform.,Indonesia,58,67,GPE,
Aptos is a web3 startup that builds a scalable Layer 1 blockchain.,Layer 1,47,54,ORG,
Arevia Power operates as a utility-scale solar and wind developer.,Arevia Power,0,12,ORG,
"Providing college women+ with integrated mental, reproductive and physical healthcare",healthcare,75,85,ORG,
Comm Technologies is scaling E2E encryption with personal private servers.,Comm Technologies,0,17,ORG,
"Figures provides real time compensation intelligence to companies, with the most extensive benchmark for European venture-backed companies.",European,105,113,NORP,
Liwwa is a peer-to-peer lending network that connects investors and small businesses through smart business loans.,Liwwa,0,5,PERSON,
Cour Pharmaceuticals Development is developing nanoparticle technology to help reset the immune system of multiple sclerosis (MS) patients.,Cour Pharmaceuticals Development,0,32,ORG,
"Wega Labs is a 'utility and gameplay' first web3 gaming studio, building fun strategy games with play and earn mechanics",Wega Labs,0,9,PERSON,
"AESOP makes physician clinical documentation easier, faster and less error prone using Machine Learning on 3.2 billion patient visits.",Machine Learning,87,103,WORK_OF_ART,
"AESOP makes physician clinical documentation easier, faster and less error prone using Machine Learning on 3.2 billion patient visits.",3.2 billion,107,118,CARDINAL,
OQ Technology provides ubiquitous global network coverage for the next unconnected 50 billion IoT devices and machines,50 billion IoT,83,97,MONEY,
GrayMatter Robotics creates solutions to assist humans in tedious and ergonomically challenging tasks.,GrayMatter Robotics,0,19,PRODUCT,
Mahaana is Pakistan’s first digital wealth manager.,Mahaana,0,7,ORG,
Mahaana is Pakistan’s first digital wealth manager.,Pakistan,11,19,GPE,
Mahaana is Pakistan’s first digital wealth manager.,first,22,27,ORDINAL,
India's First SaaS-Led B2B Retail commerce platform,India,0,5,GPE,
India's First SaaS-Led B2B Retail commerce platform,First,8,13,ORDINAL,
Smart &amp; Social Web3 Platform,Smart &amp,0,10,ORG,
Smart &amp; Social Web3 Platform,Social Web3 Platform,12,32,ORG,
Sigma Ratings is an AI-powered non-credit rating agency focused on quantifying company-level non-credit risks.,AI,20,22,ORG,
"Starboard is an IT company that provides accounting, compliance, tax, and business advisory services.",Starboard,0,9,ORG,
oVice is a virtual space based on voice chat that helps teams stay connected.,oVice,0,5,ORG,
"vLex offers the professional, governmental, and academic markets with legal contents and solutions.",vLex,0,4,ORG,
Carret is a one-stop crypto investment platform for everyone.,Carret,0,6,ORG,
Carret is a one-stop crypto investment platform for everyone.,one,12,15,CARDINAL,
Jet Commerce is a e-commerce digital marketing company located in Jakarta.,Jakarta,66,73,GPE,
Kuria Therapeutics operates as a pharmaceutical company.,Kuria Therapeutics,0,18,PERSON,
"Penrhos Bio is creating novel, organically inspired substances to reduce microbial biofilms.",Penrhos Bio,0,11,ORG,
Flyway uses PropTech to make second home ownership affordable and hassle-free in the heart of European capitals.,PropTech,12,20,ORG,
Flyway uses PropTech to make second home ownership affordable and hassle-free in the heart of European capitals.,second,29,35,ORDINAL,
Flyway uses PropTech to make second home ownership affordable and hassle-free in the heart of European capitals.,European,94,102,NORP,
Sustainable Medical Protection,Sustainable Medical Protection,0,30,ORG,
iQure Pharma is a global biotech company that develops new therapeutics for patients and physicians.,Pharma,6,12,PERSON,
DeepWay is a maker and developer of intelligent electric commercial vehicles.,DeepWay,0,7,ORG,
Super Payments is a fintech that disrupts the industry behemoths Visa and MasterCard.,Visa,65,69,ORG,
Super Payments is a fintech that disrupts the industry behemoths Visa and MasterCard.,MasterCard,74,84,ORG,
Modern Democracy is an election software systems and consulting services provider.,Modern Democracy,0,16,ORG,
TRIP is a CBD brand that sells wellness products infused with adaptogens.,TRIP,0,4,PERSON,
Rusk Media is a content studio that distributes their own premium IPs and branded content across social media platforms.,Rusk Media,0,10,PERSON,
Aqua-Yield™ is a rapid-growing sustainable fertilizer technology company. Aqua-Yield is the leader in nanotechnology for Agribusiness.,Aqua-Yield,74,84,ORG,
MiAlgae is a new-age microalgal production company .,MiAlgae,0,7,ORG,
Exagen Group is passionate about renewable energy and its role in driving down greenhouse gas emissions.,Exagen Group,0,12,ORG,
XYXX Apparels is a retail and fashion company that offers clothing and accessories for men.,XYXX Apparels,0,13,PERSON,
Oasys is a Blockchain designed exclusively for the gaming industry.,Oasys,0,5,ORG,
Oasys is a Blockchain designed exclusively for the gaming industry.,Blockchain,11,21,LOC,
"Develop, manufacture and commercialize mycorrhizal inoculants for mainstream agriculture",Develop,0,7,ORG,
"Patch focuses on building infrastructure for a climate-positive economy, starting with an API for carbon removal.",API,90,93,ORG,
Ampeers Energy develops energy management software for companies in the real estate industry to reduce their carbon footprint.,Ampeers Energy,0,14,ORG,
Chamberlain Coffee is a manufacturer and retailer of coffee and related products.,Chamberlain Coffee,0,18,PERSON,
Sync Computing is a cloud infrastructure company that develops of an optimization processing unit.,Sync Computing,0,14,ORG,
ThreatX is a web application and API Protection Solution that enables enterprises to secure all their applications.,API Protection Solution,33,56,ORG,
Joonko offers a recruiting software that provides managers and employees with real-time insights and recommendations.,Joonko,0,6,PERSON,
Mobot is a QA-as-a-service platform using real mechanical robots to automate testing on real mobile devices.,Mobot,0,5,PERSON,
Mobot is a QA-as-a-service platform using real mechanical robots to automate testing on real mobile devices.,QA,11,13,GPE,
SaNOtize is a biotech company using a platform technology for topical to treat upper respiratory and dermal infections.,SaNOtize,0,8,ORG,
Klar is an aesthetic dental technology startup that provides cosmetic dentistry treatments.,Klar,0,4,ORG,
Josys is the Japanese B2B SaaS platform that streamlines and automates corporate IT operations.,Josys,0,5,ORG,
Josys is the Japanese B2B SaaS platform that streamlines and automates corporate IT operations.,Japanese,13,21,NORP,
"SageWealth focuses on sustainability, including growth-focused equity-based and safety-focused bond and commodity-based options.",SageWealth,0,10,ORG,
CareHarmony is the premier provider of technology-enabled care coordination services for chronic disease management.,CareHarmony,0,11,ORG,
Remedium Bio is a gene therapy company focused on the development of highly innovative treatments for a broad range of diseases.,Remedium Bio,0,12,PERSON,
Bacon helps companies find qualified workers to fill shifts on short notice using an app.,Bacon,0,5,ORG,
"FromSoftware is a video game development company focusing on games for PlayStation, Xbox, Nintendo, Windows, and Wii platforms.",FromSoftware,0,12,ORG,
"FromSoftware is a video game development company focusing on games for PlayStation, Xbox, Nintendo, Windows, and Wii platforms.",PlayStation,71,82,PRODUCT,
"FromSoftware is a video game development company focusing on games for PlayStation, Xbox, Nintendo, Windows, and Wii platforms.",Xbox,84,88,ORG,
"FromSoftware is a video game development company focusing on games for PlayStation, Xbox, Nintendo, Windows, and Wii platforms.",Nintendo,90,98,ORG,
"Lytica is a supply chain analytics SaaS provider to electronics companies focusing on supply chain cost, security of supply and compliance.",Lytica,0,6,PERSON,
Slide enables dApps to serve effortless web3 experiences to everyday users.,dApps,14,19,ORG,
Monod Bio is a life sciences company developing biosensors for protein and other analyte detection.,Monod Bio,0,9,PERSON,
Kterio is the leading provider of data-driven services for real estate portfolio owners.,Kterio,0,6,PERSON,
Jodo is a mission-oriented fintech company which is building customized financial products for middle-income households in urban India.,India,129,134,GPE,
Brand Advocacy Platform that enables purpose-led brands to drive organic growth &amp; retention through word-of-mouth &amp; advocacy,Advocacy Platform,6,23,PERSON,
Brand Advocacy Platform that enables purpose-led brands to drive organic growth &amp; retention through word-of-mouth &amp; advocacy,organic growth &amp,65,84,ORG,
Agritech IoT SAAS company helping farmers take better decisions based on live data from the field,Agritech IoT,0,12,ORG,
Agritech IoT SAAS company helping farmers take better decisions based on live data from the field,SAAS,13,17,ORG,
RecruitLab is a recruiter-centric marketing and applicant tracking software.,RecruitLab,0,10,ORG,
Fire &amp; Flower is an adult-use cannabis retailer that guides consumers through education-focused retailing.,Fire &amp,0,9,ORG,
Fire &amp; Flower is an adult-use cannabis retailer that guides consumers through education-focused retailing.,Flower,11,17,GPE,
Moneyflow provides flexibility to payment services.,Moneyflow,0,9,ORG,
BioBetter is a foodtech company that develops plant-based platforms for the production of complex growth factors used in cultivated meat.,BioBetter,0,9,ORG,
Terabase Energy is a web-based tool that reduces cost and deployment timelines by digitalizing the solar power plant.,Terabase Energy,0,15,ORG,
"Daalchini provides affordable, quality home-food instantly via smart vending machines.",Daalchini,0,9,ORG,
"Vestaron produces insecticides for agriculture, animal health, non-crop, and commercial pest control applications.",Vestaron,0,8,ORG,
WiTricity Corporation provides technology to enable wireless power transfer over distance using magnetic resonance.,WiTricity Corporation,0,21,ORG,
Yulu is a micro-mobility platform powered by shared electric two-wheelers aiming to reduce traffic congestion and air pollution in India.,two,61,64,CARDINAL,
Yulu is a micro-mobility platform powered by shared electric two-wheelers aiming to reduce traffic congestion and air pollution in India.,India,131,136,GPE,
"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",Rupeek,0,6,PERSON,
Ultrade offers comprehensive DeFi suite of applications and DeFi as a Service technology on Algorand Layer-1.,Ultrade,0,7,ORG,
Ultrade offers comprehensive DeFi suite of applications and DeFi as a Service technology on Algorand Layer-1.,Service,70,77,ORG,
Ultrade offers comprehensive DeFi suite of applications and DeFi as a Service technology on Algorand Layer-1.,Algorand,92,100,ORG,
Manus Bio makes nature accessible and affordable for a growing society.,Manus Bio,0,9,PERSON,
Edamama is a Philippine based e-commerce platform designed for mothers.,Philippine,13,23,NORP,
Wreno provides high-paying home service jobs and required training across.,Wreno,0,5,GPE,
SessionGuardian is the market pioneer in identity access control and authentication for hybrid teams working with extremely sensitive data.,SessionGuardian,0,15,ORG,
Afresh is an AI-powered company selling software to track demand and manage orders for fresh produce in grocery stores.,AI,13,15,ORG,
Spearix Technologies is an early stage startup realizing hardware and software technology.,Spearix Technologies,0,20,ORG,
CompScience makes your workplace safer and lowers your rates with the only AI-powered workers' comp policy on the market.,CompScience,0,11,ORG,
CompScience makes your workplace safer and lowers your rates with the only AI-powered workers' comp policy on the market.,AI,75,77,ORG,
"BlueTape is a payment and financing platform for the construction industry, offering a “Buy Now, Pay Later” solution for building materials.",BlueTape,0,8,ORG,
promiseQ offers the exceptional confluence of cutting-edge AI &amp; certified crowd workers.,AI &,59,63,ORG,
Boopos operates a tech-enabled lending platform for acquiring small businesses.,Boopos,0,6,PERSON,
"Versa, a digital cash management platform, is here to turn dormant cash into money-earning potential through return rates.",Versa,0,5,ORG,
Sunwoda Electric Vehicle Batter provides electric vehicle battery pack solutions for new energy vehicle companies.,Sunwoda Electric Vehicle Batter,0,31,ORG,
"Everdome will provide a destination for Metahero's remarkable technology to live, interact, and flourish.",Metahero,40,48,ORG,
Bike Bazaar is a finance company that specializes in financing pre-owned and new Two-Wheelers.,Bazaar,5,11,PERSON,
Bike Bazaar is a finance company that specializes in financing pre-owned and new Two-Wheelers.,Two,81,84,CARDINAL,
Outpost is the sustainable space company. We enable precision Earth Return of satellites and orbital payload missions.,Earth Return,62,74,NORP,
Bounty helps real customers get paid for sharing products they love on TikTok.,TikTok,71,77,ORG,
Biotia is a health tech startup offering AI-based solutions to diagnose and control infectious disease.,Biotia,0,6,PERSON,
Biotia is a health tech startup offering AI-based solutions to diagnose and control infectious disease.,AI,41,43,ORG,
SunRoof is a start-up developing fully solar 2-in-1 roofs and façades as well as solutions to support smart energy management.,SunRoof,0,7,ORG,
SunRoof is a start-up developing fully solar 2-in-1 roofs and façades as well as solutions to support smart energy management.,2,45,46,CARDINAL,
Keen Technologies is a online Software Training | IT Training.,Keen Technologies,0,17,ORG,
Keen Technologies is a online Software Training | IT Training.,Software Training,30,47,ORG,
Autobahn Therapeutics is a developer of regenerative medicines to restore hope for people affected by CNS disorders.,Autobahn Therapeutics,0,21,PERSON,
Autobahn Therapeutics is a developer of regenerative medicines to restore hope for people affected by CNS disorders.,CNS,102,105,ORG,
"Electrifuel is an EV Technology startup that provides BMS, EV Telematics, Cloud management and Bespoke Integrations services.",EV Technology,18,31,ORG,
"Electrifuel is an EV Technology startup that provides BMS, EV Telematics, Cloud management and Bespoke Integrations services.",BMS,54,57,ORG,
"Electrifuel is an EV Technology startup that provides BMS, EV Telematics, Cloud management and Bespoke Integrations services.",EV Telematics,59,72,ORG,
"Electrifuel is an EV Technology startup that provides BMS, EV Telematics, Cloud management and Bespoke Integrations services.",Cloud,74,79,NORP,
"Electrifuel is an EV Technology startup that provides BMS, EV Telematics, Cloud management and Bespoke Integrations services.",Bespoke Integrations,95,115,ORG,
GrowthSpace is a talent development platform that enables the personalized learning and development of employees.,GrowthSpace,0,11,ORG,
BillEase offers applications that split customer payments into installments at more than 500 merchant partners.,BillEase,0,8,ORG,
BillEase offers applications that split customer payments into installments at more than 500 merchant partners.,more than 500,79,92,CARDINAL,
"MyMuse India creates high quality, well-designed products for your sacred spaces, and content that’s informative and real.",MyMuse India,0,12,ORG,
EnviroSpark specializes in the design and installation of electric vehicle charging station solutions.,EnviroSpark,0,11,ORG,
"Clara is the leading B2B LatAm business credit card, payment solution, and expense tracking platform.",Clara,0,5,PERSON,
OMRT is a parametric design+engineering enterprise.,OMRT,0,4,ORG,
CorePower Magnetics’ patented combination of advanced manufacturing processes and novel materials to increase electric vehicle ranges.,CorePower Magnetics,0,19,ORG,
An Airgram is a real-time transcription with speaker identification and high-definition video recording.,Airgram,3,10,ORG,
Enliven is the original virtual reality business committed to doing good.,Enliven,0,7,PERSON,
Diri Care provides Personalized healthcare solutions.,Diri Care,0,9,ORG,
Diri Care provides Personalized healthcare solutions.,Personalized,19,31,PERSON,
ZippMat is a SCaaS enterprise that provides a one-stop solution for all supply chain management needs of construction companies.,ZippMat,0,7,ORG,
ZippMat is a SCaaS enterprise that provides a one-stop solution for all supply chain management needs of construction companies.,one,46,49,CARDINAL,
Aditya Birla Health Insurance provides health insurance services.,Aditya Birla Health Insurance,0,29,ORG,
"ATLAS Space Operations is the Satellite Communications as a Service Getting Your Data, Faster",ATLAS Space Operations,0,22,ORG,
"ATLAS Space Operations is the Satellite Communications as a Service Getting Your Data, Faster",the Satellite Communications,26,54,ORG,
"ATLAS Space Operations is the Satellite Communications as a Service Getting Your Data, Faster",Faster,87,93,PERSON,
Closinglock is modernizing the real estate world’s way of transferring information to eliminate wire fraud &amp; protect buyers.,Closinglock,0,11,ORG,
IDnow is a technology startup that provides advanced machine-learning technology for its Identity Verification-as-a-Service platform.,Identity Verification-as-a-Service,89,123,ORG,
"Create, collaborate on, and explain compensation practices from day zero.",from day zero,59,72,DATE,
Techmer PM is a plastics company that manufactures colors and additives.,PM,8,10,TIME,
"Ayekart Fintech is a supply chain and finance startup that offers a digital marketplace for manufacturers, processors, and distributors.",Ayekart Fintech,0,15,PERSON,
Reejig is a workforce intelligence platform powered by the world's first independently audited Ethical Talent AI.,first,67,72,ORDINAL,
ImIn is an employee scheduling app that organizations grows while saving time and money &amp; empowering teams to work when and how they want.,ImIn,0,4,ORG,
OBM Education offers career development navigation tools for high school and university students.,OBM Education,0,13,ORG,
Industrial Phycology has designed and patented a system to harness the power of algae to remove nutrients.,Industrial Phycology,0,20,ORG,
"BlueTape is a payment and financing platform for the construction industry, offering a “Buy Now, Pay Later” solution for building materials.",BlueTape,0,8,ORG,
Populus is a data platform for cities to manage and price commercial fleets.,Populus,0,7,ORG,
Bored Beverages caters to the Indian palate with a variety of interesting beverages.,Bored Beverages,0,15,ORG,
Bored Beverages caters to the Indian palate with a variety of interesting beverages.,Indian,30,36,NORP,
Cannabis Management Platform,Cannabis Management Platform,0,28,ORG,
Koibanx is a software company focused on Smart Contracts Solutions &amp; Blockchain Services,Smart Contracts Solutions &,41,68,ORG,
Koibanx is a software company focused on Smart Contracts Solutions &amp; Blockchain Services,Blockchain Services,73,92,ORG,
NFT Genius creates the next generation of immersive NFT experiences.,NFT Genius,0,10,ORG,
NFT Genius creates the next generation of immersive NFT experiences.,NFT,52,55,ORG,
SureBright is an insurance-as-a-Service platform that enables any company to embed insurance and warranty products on their website.,SureBright,0,10,ORG,
"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",Aisera,0,6,ORG,
"Aisera provides AI-driven service solution that automates operations and support for IT, human resources, sales, and customer service.",AI,16,18,ORG,
Bigspoon is a cloud kitchen startup that has an omnichannel approach to ordering and delivery.,Bigspoon,0,8,GPE,
Impactsure Technologies is a technology consulting organization providing strategic consulting &amp; technology Services.,Impactsure Technologies,0,23,ORG,
"Cultures To Love is the leading provider of Kefir, Yogurt, Kombucha, Sourdough &amp; Tempeh products in India.",Kefir,44,49,GPE,
"Cultures To Love is the leading provider of Kefir, Yogurt, Kombucha, Sourdough &amp; Tempeh products in India.",Yogurt,51,57,GPE,
"Cultures To Love is the leading provider of Kefir, Yogurt, Kombucha, Sourdough &amp; Tempeh products in India.","Kombucha, Sourdough &",59,80,ORG,
"Cultures To Love is the leading provider of Kefir, Yogurt, Kombucha, Sourdough &amp; Tempeh products in India.",Tempeh,85,91,ORG,
"Cultures To Love is the leading provider of Kefir, Yogurt, Kombucha, Sourdough &amp; Tempeh products in India.",India,104,109,GPE,
"Addigy provides a cloud based IT Management Platform specifically for managing your Apple ecosystem, including all Macs and iOS devices.",Addigy,0,6,PERSON,
"Addigy provides a cloud based IT Management Platform specifically for managing your Apple ecosystem, including all Macs and iOS devices.",Apple,84,89,ORG,
"Addigy provides a cloud based IT Management Platform specifically for managing your Apple ecosystem, including all Macs and iOS devices.",Macs,115,119,ORG,
"Churned is a Data-driven customer success for SaaS, B2C &amp; E-commerce.",B2C &amp,52,60,ORG,
Code First Girls works to increase the number of women in tech and entrepreneurship,First,5,10,ORDINAL,
Modernizing Speciality Insurance,Modernizing Speciality Insurance,0,32,ORG,
ClaimLogiq is an information technology company that offers healthcare payment software development and sales services.,ClaimLogiq,0,10,ORG,
Stratifyd is an AI powered analytics platform that enable enterprise companies to transform structured and unstructured human textual data.,AI,16,18,GPE,
Onego Bio is a smart protein is a piece of cake.,Onego Bio,0,9,PERSON,
ReNew Power is a renewable energy company that focuses on wind-energy projects.,ReNew Power,0,11,ORG,
Atropos Health rapidly provides personalized real-world evidence for any clinical decision.,Atropos Health,0,14,ORG,
Blockchain Development Company,Blockchain Development Company,0,30,ORG,
101 Inc provides food processing solutions.,101,0,3,CARDINAL,
101 Inc provides food processing solutions.,Inc,4,7,ORG,
Lumifi Cyber is a next-generation managed detection and response (MDR) cybersecurity software provider.,Lumifi Cyber,0,12,ORG,
Lumifi Cyber is a next-generation managed detection and response (MDR) cybersecurity software provider.,MDR,66,69,ORG,
Pastel supports African businesses by offering tools that help manage their businesses and maximize efficiency.,Pastel,0,6,ORG,
Pastel supports African businesses by offering tools that help manage their businesses and maximize efficiency.,African,16,23,NORP,
MedinCell is an injectable slow-release drug specialist company.,MedinCell,0,9,ORG,
Bloom Biorenewables is making biomass a true alternative to petroleum.,Bloom Biorenewables,0,19,ORG,
Unstoppable Domains launches domains secured by blockchains and builds uncensorable websites.,Domains,12,19,PERSON,
"Geek+ develops autonomous mobile robots for warehouse, factory, and supply chain management.",Geek+,0,5,GPE,
InMed Pharmaceuticals is a clinical-stage company developing cannabinoid-based pharmaceutical drug candidates.,InMed Pharmaceuticals,0,21,ORG,
Escalate Capital Partners is a mezzanine firm focused on investments in late-stage technology companies.,Escalate Capital Partners,0,25,ORG,
Healthledger Diagnostics focuses on intensive use of technology to automate the wellness diagnostics Industry.,Healthledger Diagnostics,0,24,PERSON,
"Phenna Group is a specialist businesses focused on the testing, inspection, certification, and compliance (TICC) Sector.",Phenna Group,0,12,ORG,
MatchboxDAO is hosting its first virtual Hackathon for building tools on Starknet.,first,27,32,ORDINAL,
MatchboxDAO is hosting its first virtual Hackathon for building tools on Starknet.,Starknet,73,81,ORG,
Expedock is an AI-based outsourcing services provider for logistics and freight providers.,AI,15,17,ORG,
ApniBus operates as an intercity bus platform.,ApniBus,0,7,ORG,
"Low Carbon is investing in, owning and operating renewable energy projects, Low Carbon is confronting climate change.",Low Carbon,76,86,ORG,
"TMC Pharma is a pharmaceutical development organization that offers clinical, nonclinical, medical support, and pharmacovigilance services.",TMC Pharma,0,10,PERSON,
"TMC Pharma is a pharmaceutical development organization that offers clinical, nonclinical, medical support, and pharmacovigilance services.",nonclinical,78,89,ORG,
ConverseNow develops a personalized and natural two-way conversation platform for the restaurant ordering experience.,ConverseNow,0,11,ORG,
ConverseNow develops a personalized and natural two-way conversation platform for the restaurant ordering experience.,two,48,51,CARDINAL,
Mycel Project develops and manufactures a wide range of biomaterials that can be used to substitute leather and flesh.,Mycel Project,0,13,ORG,
Jackett is an educational app that helps students in the learning process.,Jackett,0,7,PERSON,
InSightec develops and manufactures MR-guided ultrasound technology devices for image-guided acoustic surgery.,MR,36,38,GPE,
